Level,DivNum,DivisionName,Subject,Subgroup,20132014PassRate,20142015PassRate,20152016PassRate
Div,32,Fluvanna County ,Science,Hispanic,67,92,85
Div,32,Fluvanna County ,English: Reading,Limited English Proficient,36,67,59
Div,32,Fluvanna County ,English: Writing,Limited English Proficient,<,<,75
Div,32,Fluvanna County ,History and Social Sciences,Limited English Proficient,64,67,93
Div,32,Fluvanna County ,Mathematics,Limited English Proficient,50,82,66
Div,32,Fluvanna County ,Science,Limited English Proficient,44,84,74
Div,32,Fluvanna County ,English: Reading,Male,71,76,77
Div,32,Fluvanna County ,English: Writing,Male,70,71,74
Div,32,Fluvanna County ,History and Social Sciences,Male,85,84,87
Div,32,Fluvanna County ,Mathematics,Male,72,80,81
Div,32,Fluvanna County ,Science,Male,78,88,88
Div,32,Fluvanna County ,English: Reading,Students with Disabilities,36,40,35
Div,32,Fluvanna County ,English: Writing,Students with Disabilities,37,40,40
Div,32,Fluvanna County ,History and Social Sciences,Students with Disabilities,57,49,53
Div,32,Fluvanna County ,Mathematics,Students with Disabilities,41,50,48
Div,32,Fluvanna County ,Science,Students with Disabilities,42,58,55
Div,32,Fluvanna County ,English: Reading,White,79,83,84
Div,32,Fluvanna County ,English: Writing,White,79,78,83
Div,32,Fluvanna County ,History and Social Sciences,White,87,88,91
Div,32,Fluvanna County ,Mathematics,White,78,84,86
Div,32,Fluvanna County ,Science,White,84,92,91
Div,135,Franklin City ,English: Reading,All Students,53,70,68
Div,135,Franklin City ,English: Writing,All Students,54,67,73
Div,135,Franklin City ,History and Social Sciences,All Students,77,89,86
Div,135,Franklin City ,Mathematics,All Students,52,70,71
Div,135,Franklin City ,Science,All Students,61,80,82
Div,135,Franklin City ,English: Reading,Asian,<,<,<
Div,135,Franklin City ,English: Writing,Asian,<,<,
Div,135,Franklin City ,History and Social Sciences,Asian,<,<,<
Div,135,Franklin City ,Mathematics,Asian,<,<,<
Div,135,Franklin City ,Science,Asian,<,<,
Div,135,Franklin City ,English: Reading,Economically Disadvantaged,50,67,64
Div,135,Franklin City ,English: Writing,Economically Disadvantaged,47,66,69
Div,135,Franklin City ,History and Social Sciences,Economically Disadvantaged,74,87,84
Div,135,Franklin City ,Mathematics,Economically Disadvantaged,46,68,66
Div,135,Franklin City ,Science,Economically Disadvantaged,57,76,80
Div,135,Franklin City ,English: Reading,Female,58,75,72
Div,135,Franklin City ,English: Writing,Female,58,68,81
Div,135,Franklin City ,History and Social Sciences,Female,77,88,83
Div,135,Franklin City ,Mathematics,Female,56,73,76
Div,135,Franklin City ,Science,Female,59,77,81
Div,135,Franklin City ,English: Reading,Black,47,67,64
Div,135,Franklin City ,English: Writing,Black,49,63,69
Div,135,Franklin City ,History and Social Sciences,Black,73,87,83
Div,135,Franklin City ,Mathematics,Black,45,66,68
Div,135,Franklin City ,Science,Black,55,75,79
Div,135,Franklin City ,English: Reading,Hispanic,50,58,73
Div,135,Franklin City ,English: Writing,Hispanic,50,<,<
Div,135,Franklin City ,History and Social Sciences,Hispanic,79,<,<
Div,135,Franklin City ,Mathematics,Hispanic,41,76,73
Div,135,Franklin City ,Science,Hispanic,54,<,<
Div,135,Franklin City ,English: Reading,Limited English Proficient,<,<,<
Div,135,Franklin City ,English: Writing,Limited English Proficient,<,,<
Div,135,Franklin City ,History and Social Sciences,Limited English Proficient,<,,<
Div,135,Franklin City ,Mathematics,Limited English Proficient,<,<,<
Div,135,Franklin City ,Science,Limited English Proficient,<,,<
Div,135,Franklin City ,English: Reading,Male,49,65,64
Div,135,Franklin City ,English: Writing,Male,49,65,64
Div,135,Franklin City ,History and Social Sciences,Male,76,90,90
Div,135,Franklin City ,Mathematics,Male,48,67,66
Div,135,Franklin City ,Science,Male,64,83,83
Div,135,Franklin City ,English: Reading,Students with Disabilities,20,27,26
Div,135,Franklin City ,English: Writing,Students with Disabilities,24,52,32
Div,135,Franklin City ,History and Social Sciences,Students with Disabilities,49,70,72
Div,135,Franklin City ,Mathematics,Students with Disabilities,17,34,34
Div,135,Franklin City ,Science,Students with Disabilities,34,61,47
Div,135,Franklin City ,English: Reading,White,84,87,88
Div,135,Franklin City ,English: Writing,White,91,87,95
Div,135,Franklin City ,History and Social Sciences,White,95,98,100
Div,135,Franklin City ,Mathematics,White,87,90,91
Div,135,Franklin City ,Science,White,92,100,96
Div,33,Franklin County ,English: Reading,All Students,79,83,81
Div,33,Franklin County ,English: Writing,All Students,77,72,69
Div,33,Franklin County ,History and Social Sciences,All Students,90,90,89
Div,33,Franklin County ,Mathematics,All Students,79,80,82
Div,33,Franklin County ,Science,All Students,85,86,85
Div,33,Franklin County ,English: Reading,Asian,89,90,94
Div,33,Franklin County ,English: Writing,Asian,90,<,<
Div,33,Franklin County ,History and Social Sciences,Asian,95,94,100
Div,33,Franklin County ,Mathematics,Asian,92,100,95
Div,33,Franklin County ,Science,Asian,93,94,93
Div,33,Franklin County ,English: Reading,Economically Disadvantaged,70,76,74
Div,33,Franklin County ,English: Writing,Economically Disadvantaged,66,63,55
Div,33,Franklin County ,History and Social Sciences,Economically Disadvantaged,85,85,82
Div,33,Franklin County ,Mathematics,Economically Disadvantaged,73,74,76
Div,33,Franklin County ,Science,Economically Disadvantaged,78,79,77
Div,33,Franklin County ,English: Reading,Female,82,85,86
Div,33,Franklin County ,English: Writing,Female,82,81,76
Div,33,Franklin County ,History and Social Sciences,Female,90,90,87
Div,33,Franklin County ,Mathematics,Female,81,83,86
Div,33,Franklin County ,Science,Female,85,86,86
Div,33,Franklin County ,English: Reading,Black,65,69,69
Div,33,Franklin County ,English: Writing,Black,66,59,47
Div,33,Franklin County ,History and Social Sciences,Black,81,84,78
Div,33,Franklin County ,Mathematics,Black,68,71,68
Div,33,Franklin County ,Science,Black,68,74,71
Div,33,Franklin County ,English: Reading,Hispanic,69,79,77
Div,33,Franklin County ,English: Writing,Hispanic,70,67,50
Div,33,Franklin County ,History and Social Sciences,Hispanic,87,87,85
Div,33,Franklin County ,Mathematics,Hispanic,83,79,83
Div,33,Franklin County ,Science,Hispanic,78,77,78
Div,33,Franklin County ,English: Reading,Limited English Proficient,63,73,61
Div,33,Franklin County ,English: Writing,Limited English Proficient,59,30,21
Div,33,Franklin County ,History and Social Sciences,Limited English Proficient,79,75,67
Div,33,Franklin County ,Mathematics,Limited English Proficient,76,77,78
Div,33,Franklin County ,Science,Limited English Proficient,72,57,52
Div,33,Franklin County ,English: Reading,Male,76,81,77
Div,33,Franklin County ,English: Writing,Male,72,62,62
Div,33,Franklin County ,History and Social Sciences,Male,90,90,90
Div,33,Franklin County ,Mathematics,Male,77,77,79
Div,33,Franklin County ,Science,Male,86,85,84
Div,33,Franklin County ,English: Reading,Students with Disabilities,46,49,47
Div,33,Franklin County ,English: Writing,Students with Disabilities,39,26,26
Div,33,Franklin County ,History and Social Sciences,Students with Disabilities,68,68,67
Div,33,Franklin County ,Mathematics,Students with Disabilities,48,45,49
Div,33,Franklin County ,Science,Students with Disabilities,59,56,56
Div,33,Franklin County ,English: Reading,White,81,85,84
Div,33,Franklin County ,English: Writing,White,79,74,72
Div,33,Franklin County ,History and Social Sciences,White,91,91,90
Div,33,Franklin County ,Mathematics,White,80,81,84
Div,33,Franklin County ,Science,White,88,87,87
Div,34,Frederick County ,English: Reading,All Students,70,75,77
Div,34,Frederick County ,English: Writing,All Students,72,76,79
Div,34,Frederick County ,History and Social Sciences,All Students,86,87,87
Div,34,Frederick County ,Mathematics,All Students,69,76,78
Div,34,Frederick County ,Science,All Students,80,81,83
Div,34,Frederick County ,English: Reading,Asian,78,88,89
Div,34,Frederick County ,English: Writing,Asian,84,93,97
Div,34,Frederick County ,History and Social Sciences,Asian,95,98,97
Div,34,Frederick County ,Mathematics,Asian,85,91,91
Div,34,Frederick County ,Science,Asian,93,88,88
Div,34,Frederick County ,English: Reading,Economically Disadvantaged,54,60,64
Div,34,Frederick County ,English: Writing,Economically Disadvantaged,58,59,67
Div,34,Frederick County ,History and Social Sciences,Economically Disadvantaged,75,76,78
Div,34,Frederick County ,Mathematics,Economically Disadvantaged,53,63,66
Div,34,Frederick County ,Science,Economically Disadvantaged,66,66,72
Div,34,Frederick County ,English: Reading,Female,74,78,80
Div,34,Frederick County ,English: Writing,Female,79,81,85
Div,34,Frederick County ,History and Social Sciences,Female,85,86,87
Div,34,Frederick County ,Mathematics,Female,71,79,80
Div,34,Frederick County ,Science,Female,81,80,83
Div,34,Frederick County ,English: Reading,Black,62,68,66
Div,34,Frederick County ,English: Writing,Black,58,62,73
Div,34,Frederick County ,History and Social Sciences,Black,79,78,79
Div,34,Frederick County ,Mathematics,Black,61,65,67
Div,34,Frederick County ,Science,Black,70,67,69
Div,34,Frederick County ,English: Reading,Hispanic,58,65,66
Div,34,Frederick County ,English: Writing,Hispanic,62,67,71
Div,34,Frederick County ,History and Social Sciences,Hispanic,80,84,83
Div,34,Frederick County ,Mathematics,Hispanic,60,71,71
Div,34,Frederick County ,Science,Hispanic,70,69,76
Div,34,Frederick County ,English: Reading,Limited English Proficient,34,44,46
Div,34,Frederick County ,English: Writing,Limited English Proficient,38,51,50
Div,34,Frederick County ,History and Social Sciences,Limited English Proficient,66,71,67
Div,34,Frederick County ,Mathematics,Limited English Proficient,45,59,58
Div,34,Frederick County ,Science,Limited English Proficient,53,43,51
Div,34,Frederick County ,English: Reading,Male,67,72,74
Div,34,Frederick County ,English: Writing,Male,65,70,74
Div,34,Frederick County ,History and Social Sciences,Male,87,88,88
Div,34,Frederick County ,Mathematics,Male,68,74,76
Div,34,Frederick County ,Science,Male,80,82,83
Div,34,Frederick County ,English: Reading,Students with Disabilities,36,32,38
Div,34,Frederick County ,English: Writing,Students with Disabilities,28,30,37
Div,34,Frederick County ,History and Social Sciences,Students with Disabilities,54,55,57
Div,34,Frederick County ,Mathematics,Students with Disabilities,33,33,41
Div,34,Frederick County ,Science,Students with Disabilities,45,46,45
Div,34,Frederick County ,English: Reading,White,73,77,80
Div,34,Frederick County ,English: Writing,White,74,77,80
Div,34,Frederick County ,History and Social Sciences,White,87,88,88
Div,34,Frederick County ,Mathematics,White,71,78,79
Div,34,Frederick County ,Science,White,82,83,85
Div,110,Fredericksburg City ,English: Reading,All Students,69,76,73
Div,110,Fredericksburg City ,English: Writing,All Students,75,75,68
Div,110,Fredericksburg City ,History and Social Sciences,All Students,80,80,81
Div,110,Fredericksburg City ,Mathematics,All Students,72,75,74
Div,110,Fredericksburg City ,Science,All Students,75,77,74
Div,110,Fredericksburg City ,English: Reading,Asian,84,85,82
Div,110,Fredericksburg City ,English: Writing,Asian,91,71,79
Div,110,Fredericksburg City ,History and Social Sciences,Asian,91,84,89
Div,110,Fredericksburg City ,Mathematics,Asian,83,86,92
Div,110,Fredericksburg City ,Science,Asian,86,76,76
Div,110,Fredericksburg City ,English: Reading,Economically Disadvantaged,56,66,62
Div,110,Fredericksburg City ,English: Writing,Economically Disadvantaged,62,60,58
Div,110,Fredericksburg City ,History and Social Sciences,Economically Disadvantaged,70,69,71
Div,110,Fredericksburg City ,Mathematics,Economically Disadvantaged,61,67,64
Div,110,Fredericksburg City ,Science,Economically Disadvantaged,61,64,62
Div,110,Fredericksburg City ,English: Reading,Female,73,81,74
Div,110,Fredericksburg City ,English: Writing,Female,79,83,74
Div,110,Fredericksburg City ,History and Social Sciences,Female,80,81,80
Div,110,Fredericksburg City ,Mathematics,Female,74,78,76
Div,110,Fredericksburg City ,Science,Female,76,77,75
Div,110,Fredericksburg City ,English: Reading,Black,55,64,61
Div,110,Fredericksburg City ,English: Writing,Black,59,64,56
Div,110,Fredericksburg City ,History and Social Sciences,Black,69,70,70
Div,110,Fredericksburg City ,Mathematics,Black,59,65,63
Div,110,Fredericksburg City ,Science,Black,62,65,62
Div,110,Fredericksburg City ,English: Reading,Hispanic,65,77,69
Div,110,Fredericksburg City ,English: Writing,Hispanic,82,71,64
Div,110,Fredericksburg City ,History and Social Sciences,Hispanic,81,76,78
Div,110,Fredericksburg City ,Mathematics,Hispanic,73,76,72
Div,110,Fredericksburg City ,Science,Hispanic,73,75,70
Div,110,Fredericksburg City ,English: Reading,Limited English Proficient,59,69,60
Div,110,Fredericksburg City ,English: Writing,Limited English Proficient,65,52,42
Div,110,Fredericksburg City ,History and Social Sciences,Limited English Proficient,76,66,66
Div,110,Fredericksburg City ,Mathematics,Limited English Proficient,70,69,67
Div,110,Fredericksburg City ,Science,Limited English Proficient,61,56,49
Div,110,Fredericksburg City ,English: Reading,Male,66,72,71
Div,110,Fredericksburg City ,English: Writing,Male,71,66,63
Div,110,Fredericksburg City ,History and Social Sciences,Male,80,79,81
Div,110,Fredericksburg City ,Mathematics,Male,69,72,72
Div,110,Fredericksburg City ,Science,Male,74,77,73
Div,110,Fredericksburg City ,English: Reading,Students with Disabilities,29,40,29
Div,110,Fredericksburg City ,English: Writing,Students with Disabilities,19,35,24
Div,110,Fredericksburg City ,History and Social Sciences,Students with Disabilities,39,40,42
Div,110,Fredericksburg City ,Mathematics,Students with Disabilities,27,37,26
Div,110,Fredericksburg City ,Science,Students with Disabilities,39,42,36
Div,110,Fredericksburg City ,English: Reading,White,86,88,86
Div,110,Fredericksburg City ,English: Writing,White,91,89,84
Div,110,Fredericksburg City ,History and Social Sciences,White,91,91,93
Div,110,Fredericksburg City ,Mathematics,White,84,85,86
Div,110,Fredericksburg City ,Science,White,88,91,90
Div,111,Galax City ,English: Reading,All Students,71,79,77
Div,111,Galax City ,English: Writing,All Students,71,66,62
Div,111,Galax City ,History and Social Sciences,All Students,75,84,75
Div,111,Galax City ,Mathematics,All Students,75,81,85
Div,111,Galax City ,Science,All Students,81,79,78
Div,111,Galax City ,English: Reading,Asian,<,<,<
Div,111,Galax City ,English: Writing,Asian,<,<,<
Div,111,Galax City ,History and Social Sciences,Asian,90,<,<
Div,111,Galax City ,Mathematics,Asian,100,<,<
Div,111,Galax City ,Science,Asian,<,<,<
Div,111,Galax City ,English: Reading,Economically Disadvantaged,61,72,68
Div,111,Galax City ,English: Writing,Economically Disadvantaged,59,59,50
Div,111,Galax City ,History and Social Sciences,Economically Disadvantaged,67,78,65
Div,111,Galax City ,Mathematics,Economically Disadvantaged,67,77,81
Div,111,Galax City ,Science,Economically Disadvantaged,73,72,68
Div,111,Galax City ,English: Reading,Female,72,80,79
Div,111,Galax City ,English: Writing,Female,73,68,65
Div,111,Galax City ,History and Social Sciences,Female,73,80,72
Div,111,Galax City ,Mathematics,Female,74,83,89
Div,111,Galax City ,Science,Female,79,78,76
Div,111,Galax City ,English: Reading,Black,67,72,64
Div,111,Galax City ,English: Writing,Black,64,57,58
Div,111,Galax City ,History and Social Sciences,Black,68,86,57
Div,111,Galax City ,Mathematics,Black,66,74,83
Div,111,Galax City ,Science,Black,83,75,78
Div,111,Galax City ,English: Reading,Hispanic,52,70,65
